category,store_name,original_price,discount_percent,price,rating,comment_count,name,sold,link
Snacks & Confectionery,duongngoctam7070,"₫ 75,000",-20%,"₫60,232",5,(235),Kẹo Đậu Phộng Bơ Đỏ Hình Thần Tài Gói 500G,981 sold,https://www.lazada.vn/products/pdp-i352962856.html
Snacks & Confectionery,BeeGin Mart,"₫ 45,000",-24%,"₫25,256",4.9,(25),"Khay 12 Bánh Mochi Dẻo Nhân Kem vỊ Sữa Chua, Trà Xanh, Xoài 180g B228 - BeeGin Mart",101 sold,https://www.lazada.vn/products/pdp-i2858257047.html
Pet Food,PET SHOP AK,,,"₫50,000",5,(46),Thức ăn  hạt cho mèo catrang gói 1kg,182 sold,https://www.lazada.vn/products/pdp-i2421846290.html
Milk Formula & Baby Food,Hải Anh Family,"₫ 30,000",-40%,"₫18,000",4.9,(120),"Nui mì hữu cơ nhập khẩu nhiều hình, nhiều vị cho bé ăn dặm - gói 50g",791 sold,https://www.lazada.vn/products/pdp-i1526315822.html
Snacks & Confectionery,Figo Chocolatier,"₫ 25,000",-8%,"₫32,270",,Reviews,"Milk Chocolate không nhân 50g FIGO , quà tặng truyền thông bao bì sản phẩm mới",,https://www.lazada.vn/products/pdp-i2533068523.html
Bakery & Breakfast,SuSuTo Shop,"₫ 100,000",-32%,"₫67,920",4.7,(499),1kg thanh cơm gạo lứt ngũ cốc hạt chất lượng ( túi zip ) hỗ trợ giảm cân ăn kiêng - Đồ ăn vặt SUSUTOSHOP,2.4K sold,https://www.lazada.vn/products/pdp-i1884229827.html
Snacks & Confectionery,Cửa Hàng Đồ Mỹ TPT,,,"₫9,900",4.7,(72),Socola mỹ Snickers Twix MilkyWay 100Grand Almond Joy York Pepermint Pattie KitKat M&M Reese's-Cửa hàng đồ Mỹ TPT,1.6K sold,https://www.lazada.vn/products/pdp-i1586729646.html
Snacks & Confectionery,Hachi Hachi Japan Shop,"₫ 50,000",-10%,"₫45,000",4.9,(77),UHA tokno-hachi Hachi Japan shop green tea milk candy/strawberry milk/fresh cream,617 sold,https://www.lazada.vn/products/pdp-i1712844352.html
Snacks & Confectionery,Ăn vặt 492 shop,"₫ 4,000",-45%,"₫2,200",5,(4),Kẹo Bông Marshmallow 15g - Ăn Vặt 492,15 sold,https://www.lazada.vn/products/pdp-i2361472105.html
Snacks & Confectionery,Super Mint,"₫ 27,000",-37%,"₫17,000",4.9,(733),Kẹo mứt dâu tằm - dâu tây - Me cay [Hàng chính gốc Đà Lạt] 200g - bánh kẹo ăn vặt ngon,8.6K sold,https://www.lazada.vn/products/pdp-i1500330874.html
Food Staples & Cooking Essentials,Ăn vặt nhà Cốm,,,"₫10,500",5,(4),"Bánh tráng tẩm vị Tây Ninh 70g, đặc sản ăn vặt siêu ngon - Ăn vặt nhà Cốm",23 sold,https://www.lazada.vn/products/pdp-i3040326796.html
Milk Formula & Baby Food,Con Cưng,,,"₫49,000",5,(34),Bánh ăn dặm Grinny vị bí ngô,159 sold,https://www.lazada.vn/products/pdp-i2338352068.html
Pet Food,Shop Nhà Gấu,"₫ 77,000",-22%,"₫60,000",4.9,(24),Thức ăn hạt cho chó Dog Mania Premium 1kg/5kg (Nhập khẩu Hàn Quốc),79 sold,https://www.lazada.vn/products/pdp-i245917246.html
Snacks & Confectionery,Glico Vietnam,"₫ 100,000",-22%,"₫77,498",5,(282),Combo of 10 mix chocolate bar with Glico Alfie,1.1K sold,https://www.lazada.vn/products/pdp-i2241089004.html
Milk Formula & Baby Food,Babyyum store,"₫ 100,000",-45%,"₫55,085",4.9,(135),Bánh ăn dặm pigeon Nhật Bản cho bé 6 - 9 tháng tuổi hoá đơn đầy đủ,911 sold,https://www.lazada.vn/products/pdp-i600300092.html
Snacks & Confectionery,Bach hoa nho xinh,,,"₫28,000",5,(1),(2026) KẸO HƯƠNG BẠC HÀ NHÂN SOCOLA DYNAMITE BIGBANG 3SIZE 330G/120G/45G (CÓ SỈ),10 sold,https://www.lazada.vn/products/pdp-i1991279869.html
Food Staples & Cooking Essentials,MộcLan HEALTHY FOODS,"₫ 145,000",-20%,"₫64,000",5,(28),"Thanh mè đen, mix hạt dinh dưỡng Mộc Lan Healthy 250g, 500g",72 sold,https://www.lazada.vn/products/pdp-i2999200737.html
Food Staples & Cooking Essentials,T&A County Market - Tet Gift,"₫ 140,000",-44%,"₫60,000",4.9,(277),Beads maca crack shell 500gr type 1 nut premium Macca longer shell have split Shell natural fragrance gon diet raw-market beads T & A,872 sold,https://www.lazada.vn/products/pdp-i1506854664.html
Pet Food,Hanpet Petshop,,,"₫55,901",5,(3),thức ăn cho MÈO TA  Zoicat 1kg,35 sold,https://www.lazada.vn/products/pdp-i2665328274.html
Snacks & Confectionery,Figo Chocolatier,"₫ 80,000",-8%,"₫73,760",4.9,(67),[Giao hoả tốc HCM] Combo Quà tặng+ có cột nơ ruy băng túi quà 3 hộp Chocolate sữa mix vị tự chọn 50gram Figo,419 sold,https://www.lazada.vn/products/pdp-i1714426075.html
Food Staples & Cooking Essentials,Thuytrananvat,,,"₫45,000",4.8,(32),1KG CHUỐI SẤY MÈ GỪNG GIÒN TAN LOẠI NGON,105 sold,https://www.lazada.vn/products/pdp-i2636328484.html
Milk Formula & Baby Food,Hải Anh Family,"₫ 13,000",-50%,"₫6,500",5,(134),"Hạt nêm cho bé ăn dặm nội địa Nhật, nhiều vị - bán lẻ gói",1.3K sold,https://www.lazada.vn/products/pdp-i1733958461.html
Food Staples & Cooking Essentials,MASAN CONSUMER,"₫ 378,000",-27%,"₫277,000",5,(326),[15.9 - 17.9 Voucher 18% CHO ĐƠN TỪ 199K](Chọn Loại)Mì dinh dưỡng khoai tây Omachi trộn xốt tôm hương vị phô mai trứng muối 30gói x 92gr,778 sold,https://www.lazada.vn/products/pdp-i3065225850.html
Milk Formula & Baby Food,Thực Phẩm Dinh Dưỡng Cây Thị,"₫ 24,000",-8%,"₫22,080",4.9,(203),Fresh rice porridge - Pork,3.4K sold,https://www.lazada.vn/products/pdp-i245845483.html
Pet Food,gaupetshop07,"₫ 70,000",-1%,"₫69,000",5,(6),Thức Ăn Hạt Cho Mèo Con NATURAL CORE KITTEN Gói 400g,25 sold,https://www.lazada.vn/products/pdp-i1934505151.html
Milk Formula & Baby Food,Jenny.Nhi,"₫ 149,500",-34%,"₫55,000",4.9,(52),Sữa chua khô Gerber cho bé 8 tháng ăn dặm đủ vị giá tốt hàng AIR MỸ 100%,537 sold,https://www.lazada.vn/products/pdp-i1807113007.html
Pet Food,Pet Boss 95,"₫ 105,000",-47%,"₫55,500",5,(3),"GÓI 300GR BÁNH THƯỞNG CHO CHÓ PETVITA VỊ GÀ CHO CHÓ CAO CẤP, SNACK CHO CHÓ",,https://www.lazada.vn/products/pdp-i3065630604.html
Snacks & Confectionery,Figo Chocolatier,"₫ 25,000",-8%,"₫106,030",,Reviews,"Milk Chocolate Hạt Cacao NIBS 50g FIGO , quà tặng truyền thông bao bì sản phẩm mới",,https://www.lazada.vn/products/pdp-i2532988853.html
Milk Formula & Baby Food,Hải Anh Family,"₫ 89,000",-25%,"₫67,000",5,(14),Mì Somen Rau Củ Ngũ Sắc Itsuki 300gr Nhật Bản,87 sold,https://www.lazada.vn/products/pdp-i1842999681.html
Pet Food,ShopPetAz,,,"₫22,860",4.9,(13),"Snack Thưởng Cho Chó TAOTAOPETS Gói 108g - Xương Gặm, Bánh Thưởng",71 sold,https://www.lazada.vn/products/pdp-i2742071763.html
Pet Food,THE GIOI XUONG GAM PETSHOP,,,"₫185,000",5,(59),[19 MẪU] KHÔ GÀ MUNZNIE BIG PACK 250-400GR SNACK CHO CHÓ,547 sold,https://www.lazada.vn/products/pdp-i2170943263.html
Milk Formula & Baby Food,Thực Phẩm Dinh Dưỡng Cây Thị,"₫ 36,000",-8%,"₫33,120",5,(81),Cháo Tươi Cây Thị - Yến Hạt Sen Lá Dứa  (Mở gói ăn ngay) 240g,996 sold,https://www.lazada.vn/products/pdp-i855632860.html
Drinks,tea and coffee supermarket,"₫ 70,000",-29%,"₫28,000",,,"🥥 Thạch Dừa gói 1kg Hạnh Dung Chính Hãng – Thạch Dừa Topping Ngon Sạch Cho Trà Sữa, Chè, Yaourt, Ăn Vặt",,https://www.lazada.vn/products/pdp-i3180920373.html
Snacks & Confectionery,Langfarm - Đặc Sản Chất Lượng,,,"₫27,000",5,(95),"Kẹo hương thập cẩm dẻo L'angfarm, 180g, bịch, mẫu túi bạc",894 sold,https://www.lazada.vn/products/pdp-i1743093649.html
Snacks & Confectionery,VEDAN Laz Mall,"₫ 21,000",-24%,"₫3,600",5,(140),Kẹo Dẻo Nhập Khẩu DR.BEAR,632 sold,https://www.lazada.vn/products/pdp-i2531003690.html
Pet Food,PET SHOP PRO,"₫ 154,000",-17%,"₫127,500",4.9,(29),"Kamt dry pet food cat dog foods 450g mix flavored egg yurt, chicken chicken chicken, chicken liver Complete Nutrition",63 sold,https://www.lazada.vn/products/pdp-i2622139799.html
Pet Food,Mozzi PetShop VN,"₫ 58,000",-14%,"₫49,900",5,(3),Snack cho chó Ăn vặt Goodies Energy Treats,56 sold,https://www.lazada.vn/products/pdp-i2213720248.html
Snacks & Confectionery,Ăn Vặt 68,"₫ 155,000",-45%,"₫85,000",,,BÁNH TRUNG THU MOCHI KHOAI MÔN TRỨNG MUỐI CHÀ BÔNG,,https://www.lazada.vn/products/pdp-i2759983836.html
Snacks & Confectionery,NGUYEN HOANG GROUP,"₫ 150,000",-17%,"₫125,000",5,(25),MEIJI - Socola Milk ( Sữa) Nhập Khẩu Nhật Bản Thanh 120g,67 sold,https://www.lazada.vn/products/pdp-i2473614845.html
Snacks & Confectionery,HOANGTIN93,"₫ 50,000",-30%,"₫35,000",4.7,(36),500G MỨT DÂU TÂY DÂU TẰM - BAO NGON,181 sold,https://www.lazada.vn/products/pdp-i1518388012.html
Pet Food,KAT Love Pets,,,"₫19,000",5,(205),[100gr] Bánh thưởng cho chó SMARTHEART - Bánh snack 100gr - KAT Love Pets,1.4K sold,https://www.lazada.vn/products/pdp-i2257681235.html
Pet Food,Nông Trại Thú Cưng,"₫ 16,000",-25%,"₫12,000",4.8,(57),Thức ăn mềm cho chó - Snack thưởng - Bánh thưởng cho chó vị bò - [Nông Trại Thú Cưng],630 sold,https://www.lazada.vn/products/pdp-i411648623.html
Snacks & Confectionery,HangNga Shop,,,"₫25,000",5,(17),[DATE MỚI] - Bánh TRỨNG KARO các loại - Hiệu Richy,44 sold,https://www.lazada.vn/products/pdp-i3079498325.html
Food Staples & Cooking Essentials,Bách Hóa Giá Mềm huynhtunga,"₫ 160,000",-31%,"₫110,000",4.8,(173),Xí Muội Đào 1KG,624 sold,https://www.lazada.vn/products/pdp-i353032566.html
Snacks & Confectionery,Langfarm - Đặc Sản Chất Lượng,,,"₫50,000",4.9,(87),"Kẹo hương thập cẩm dẻo L'angfarm, 350g, bịch, mẫu kraft 1 mặt trong",626 sold,https://www.lazada.vn/products/pdp-i1743018922.html
Milk Formula & Baby Food,Babyyum store,"₫ 95,000",-27%,"₫62,675",5,(671),Noodles Somen vegetables five colors for baby 320 grams of Japan,4.6K sold,https://www.lazada.vn/products/pdp-i590008694.html
Snacks & Confectionery,Bibica Corporation,"₫ 56,530",-15%,"₫48,051",5,(2),"Combo kẹo dẻo Zoo sâu kỳ thú Bibica 10 gói x 24g – Kẹo trái cây mix vị, mềm dẻo vui nhộn",7 sold,https://www.lazada.vn/products/pdp-i3104154635.html
Snacks & Confectionery,Australia store ( Thực phẩm Úc châu),,,"₫78,000",5,(4),(HÀNG ÚC) Kẹo socola thanh mini tổng hợp CADBURY Chocolate Mini Bars assorted,29 sold,https://www.lazada.vn/products/pdp-i2995123779.html
Snacks & Confectionery,Bánh Kẹo Phạm Nguyên store,,,"₫69,300",5,(17),MUA 4 TẶNG 2 | Tổng cộng 6 Gói Lớn Kẹo Dẻo Thiên Thạch mix 6 vị Từ Nước Ép Trái Cây Popit 50g | Kẹo Dẻo | Đồ ăn vặt,47 sold,https://www.lazada.vn/products/pdp-i2952607307.html
Food Staples & Cooking Essentials,shopmetom1992,"₫ 72,600",-46%,"₫23,000",4.8,(366),"1Kg Thập cẩm sấy vụn (Hoa quả sấy vụn)  ngon, giòn, ngọt tự nhiên",1.4K sold,https://www.lazada.vn/products/pdp-i2358093484.html
Snacks & Confectionery,Ngọc Quân shop 1604644849,"₫ 60,000",-5%,"₫56,900",5,(84),SOCOLA KITKAT GÓI 6 THANH 2F - 6 x 17G - Date 2025,920 sold,https://www.lazada.vn/products/pdp-i1446897539.html
Milk Formula & Baby Food,Shibou Shop,,,"₫81,880",5,(225),PHÔ MAI TÁCH MUỐI QBB,1.7K sold,https://www.lazada.vn/products/pdp-i1358031110.html
Pet Food,PET SHOP PRO,"₫ 195,000",-23%,"₫150,400",5,(23),Combo 5 Gói Thức ăn hạt cao cấp cho Mèo trên 3 tháng MINIMAX Vị cá ngừ và gà Gói 350g Bổ sung Dinh dưỡng Xuất xứ Pro-Pet VN - Pet shop Uytinpro,68 sold,https://www.lazada.vn/products/pdp-i1730976441.html
Snacks & Confectionery,PepsiCo Foods,"₫ 118,000",-15%,"₫100,000",5,(289),[MEGA SALE 20H 8.9-11.9]  Combo 5 gói Snack Khoai Tây Lay's Vị Tảo Biển Nori (5 x 90g/gói),1.1K sold,https://www.lazada.vn/products/pdp-i2247508588.html
Snacks & Confectionery,Bánh Kẹo Phạm Nguyên store,"₫ 198,000",-44%,"₫138,600",5,(15),MUA 8 TẶNG 4 | Tổng cộng 12 Gói Lớn Kẹo Dẻo Thiên Thạch mix 6 vị Từ Nước Ép Trái Cây Popit 50g | Đồ ăn vặt,53 sold,https://www.lazada.vn/products/pdp-i2952554525.html
Snacks & Confectionery,Ăn Vặt 68,"₫ 58,000",-12%,"₫41,000",5,(5),Bánh tai heo nhí mix 2 màu -1 kg,16 sold,https://www.lazada.vn/products/pdp-i2428194865.html
Snacks & Confectionery,Vital Pharma VN,"₫ 155,000",-30%,"₫109,000",,,"Taiwan mochi cake, Patato mochi cake, red bean mochi cake, mochi matcha delicious soft-healthy food 4U",,https://www.lazada.vn/products/pdp-i2509880644.html
Pet Food,QuVo182Shop,"₫ 16,500",-9%,"₫15,000",5,(51),400g - Thức Ăn cho chó lớn Fibs,635 sold,https://www.lazada.vn/products/pdp-i2560737139.html
Milk Formula & Baby Food,Hải Anh Family,"₫ 35,000",-15%,"₫29,900",5,(1),Bánh gạo ăn dăm hữu cơ Nobi Nobi 15g dành cho bé từ 8 tháng tuổi,29 sold,https://www.lazada.vn/products/pdp-i3018110381.html
Food Staples & Cooking Essentials,ChuChan,"₫ 47,000",-3%,"₫45,500",5,(48),Bánh tráng muối sặc tôm cay CHUCHAN (Chọn quà kèm),188 sold,https://www.lazada.vn/products/pdp-i2612527004.html
Kitchen Appliances,CÔNG TY CỔ PHẦN SÀI GÒN FOOD,,,"₫12,000",5,(545),Cháo tươi Deli Sài Gòn Food vị Thịt Trứng Mồng Tơi 240g,2.7K sold,https://www.lazada.vn/products/pdp-i2625777437.html
Snacks & Confectionery,NGUYEN HOANG GROUP,"₫ 150,000",-17%,"₫125,000",5,(2),MEIJI - Socola Vị Dâu Tây 120g,6 sold,https://www.lazada.vn/products/pdp-i2525992189.html
Pet Food,PetShop24h,"₫ 121,000",-28%,"₫86,600",5,(9),Combo 3 Gói Thức ăn hạt cho Chó con Ganador Gói 400g Thương hiệu từ Pháp Dinh dưỡng tốt ƞhất cho tất cả các giống Chó - Pet shop 24,34 sold,https://www.lazada.vn/products/pdp-i2005154328.html
Pet Food,T3 pets shop,"₫ 35,000",-14%,"₫30,000",5,(4),bánh sấy giòn tan bị vịt và gà hiệu Natural Core dành cho chó - T3 PETS SHOP,9 sold,https://www.lazada.vn/products/pdp-i2929526472.html
Pet Food,Nupet,"₫ 110,000",-25%,"₫82,000",,,Thức ăn hạt cho mèo Natural Core - Hạt cao cấp,,https://www.lazada.vn/products/pdp-i2493851659.html
Milk Formula & Baby Food,Thực Phẩm Dinh Dưỡng Cây Thị,"₫ 30,000",-8%,"₫27,600",5,(45),Súp Dinh Dưỡng Hải Sản Măng Tây Thương Hiệu Cây Thị,307 sold,https://www.lazada.vn/products/pdp-i1952296535.html
Food Staples & Cooking Essentials,Bep Che Thai - BCT,"₫ 105,000",-19%,"₫85,000",4.9,(152),Cơm cháy chà bông - cơm cháy đáy nồi - túi 500gr - bếp chè thái,517 sold,https://www.lazada.vn/products/pdp-i2524511898.html
Snacks & Confectionery,Ăn Vặt Linh Foods,"₫ 48,000",-6%,"₫45,000",5,(46),500GR Kẹo Trái Cây Viên Bi [HÌNH THẬT ]  ĐƠN TỪ 50K,200 sold,https://www.lazada.vn/products/pdp-i2089402791.html
Pet Food,T3 pets shop,,,"₫37,000",5,(22),Thịt Sấy Khô Bite of Wild Túi 40g Nhiều Vị Dành Cho chó mèo - T3 PETS SHOP,75 sold,https://www.lazada.vn/products/pdp-i2739704998.html
Snacks & Confectionery,HCM-Thế Giới Bánh Tráng 2,,,"₫59,000",4.9,(79),0.5KG  BÁNH TRÁNG PHƠI SƯƠNG TRUYỀN THÔNG TÂY NINH,288 sold,https://www.lazada.vn/products/pdp-i2237197435.html
Snacks & Confectionery,Hương Việt - Đặc Sản Việt Nam,"₫ 47,000",-11%,"₫42,000",4.9,(180),Kẹo dừa thập cẩm Bến Tre nhiều vị khác nhau đặc sản kẹo dừa Bến Tre Hai Tỏ 200g,1.0K sold,https://www.lazada.vn/products/pdp-i2052906915.html
Food Staples & Cooking Essentials,shopmetom1992,"₫ 52,100",-46%,"₫28,000",4.7,(167),SET BÁNH TRÁNG PHƠI SƯƠNG DẺO- MUỐI TÔM HÀNH PHI BƠ BÉO NGẬY,581 sold,https://www.lazada.vn/products/pdp-i2424448260.html
Food Staples & Cooking Essentials,LẠP XƯỞNG TƯƠI CAI LẬY TRANG LÊ,"₫ 75,000",-36%,"₫170,000",4.9,(845),LẠP XƯỞNG TƯƠI TRỨNG MUỐI CAI LẬY - LOẠI ĐẶC BIỆT,2.5K sold,https://www.lazada.vn/products/pdp-i1719636610.html
Food Staples & Cooking Essentials,Shop Khả Doanh 1,"₫ 160,000",-39%,"₫97,747",4.9,(37),Tàu Hủ Ky Lá gói 1kg -Ván đậu Lá,131 sold,https://www.lazada.vn/products/pdp-i2705640166.html
Snacks & Confectionery,Figo Chocolatier,"₫ 25,000",-8%,"₫106,030",,Reviews,"Milk Chocolate Dừa 50g FIGO , quà tặng truyền thông bao bì sản phẩm mới",,https://www.lazada.vn/products/pdp-i2533096402.html
Milk Formula & Baby Food,Sweet.Baby.House,"₫ 100,000",-5%,"₫95,000",5,(138),[HCM]Phô mai QBB đủ vị hộp 6 miếng 90gr nội địa Nhật cho bé. Date 2025 - Sweet Baby House,760 sold,https://www.lazada.vn/products/pdp-i789020172.html
Pet Food,Cat and Dog clothes,,,"₫120,999",5,(32),"3kg ganrer dry food, large puppy/dog food, sheep, egg milk, trout, DHA's milk, fib's, Keos, enough flavor",145 sold,https://www.lazada.vn/products/pdp-i1809486533.html
Snacks & Confectionery,Minh Anh LTD,"₫ 60,000",-1%,"₫60,000",5,(41),Sôcôla SCHOGETTEN - Vị Kem Ý Stracciatella - thanh 100g gồm 18 viên rời,248 sold,https://www.lazada.vn/products/pdp-i2625538157.html
Food Staples & Cooking Essentials,MASAN CONSUMER,"₫ 720,000",-30%,"₫505,000",5,(6097),Combo 2 thùng Mì Omachi Sườn Hầm Ngũ Quả Gói 80g - Thùng 30 Gói x 80g,13.2K sold,https://www.lazada.vn/products/pdp-i2581809925.html
Pet Food,HusoPetShop,"₫ 38,000",-26%,"₫48,000",,Reviews,Handmade cat dog black burrow chicken seaweed snack cookies,,https://www.lazada.vn/products/pdp-i3161512230.html
Milk Formula & Baby Food,Big-Green,"₫ 79,000",-15%,"₫67,000",5,(3),(Date T2/2026) Gia Vị Rắc Cơm túi 30 gói Cho Bé 6 Vị Tanaka Sprinkle - Nhật,24 sold,https://www.lazada.vn/products/pdp-i3110934521.html
Food Staples & Cooking Essentials,HẠT ĐÁC TƯƠI,"₫ 149,000",-23%,"₫39,000",5,(19),1KG HẠT ĐÁC GIÀ CỨNG DẺO DÀNH CHO KHÁCH THÍCH CỨNG DÙNG LAM TOPPING RIM ME,68 sold,https://www.lazada.vn/products/pdp-i2805162301.html
Snacks & Confectionery,Hương Việt - Đặc Sản Việt Nam,"₫ 39,000",-5%,"₫37,000",5,(913),"Kẹo chuối tươi Bến Tre 200g, đặc sản Bến Tre kẹo chuối dẻo miền tây 200g",4.1K sold,https://www.lazada.vn/products/pdp-i956608745.html
Pet Food,Shikapet Shop,,,"₫77,000",,Reviews,Snack Bánh Thưởng Cho Chó Karl,,https://www.lazada.vn/products/pdp-i3137901681.html
Pet Food,THE GIOI XUONG GAM PETSHOP,,,"₫425,000",5,(34),[FOMULA MỚI/QUE MỀM HƠN] XƯƠNG GẶM SẠCH RĂNG PROTEIN THỰC VẬT GOODIES 500GR,82 sold,https://www.lazada.vn/products/pdp-i2574186064.html
Snacks & Confectionery,Glico Vietnam,"₫ 50,000",-24%,"₫38,064",4.8,(18),Combo of 5 PCs mix Glico Alfie bar chocolate (3 chocolate 1 peanut 1 strawberry),90 sold,https://www.lazada.vn/products/pdp-i2241025276.html
Snacks & Confectionery,Bibica Corporation,"₫ 48,889",-15%,"₫41,556",5,(30),Combo 10 Kẹo Dẻo Zoo Sâu Tuyết Bibica 24g,121 sold,https://www.lazada.vn/products/pdp-i1285313895.html
Snacks & Confectionery,Glico Vietnam,"₫ 100,000",-18%,"₫82,000",5,(69),Combo of 10 Glico Alfie bar chocolate,273 sold,https://www.lazada.vn/products/pdp-i2241025266.html
Snacks & Confectionery,USA Cosmetics Shop,,,"₫69,000",,Reviews,Socola  Hershey's Nuggets milk chocolate with almond sữa hạnh nhân của Mỹ,,https://www.lazada.vn/products/pdp-i2102310769.html
Food Staples & Cooking Essentials,Ngocdung_wave,"₫ 160,000",-41%,"₫93,951",4.9,(254),Tàu Hủ Ky Lá gói 1kg -Ván đậu Lá,750 sold,https://www.lazada.vn/products/pdp-i2705441915.html
Pet Food,Shop Nhà Gấu,,,"₫44,000",5,(247),THỨC ĂN HẠT KHÔ MININO VỊ CÁ NGỪ CHO MÈO,2.2K sold,https://www.lazada.vn/products/pdp-i779348003.html
Food Staples & Cooking Essentials,Nguyên  liệu  Kiến Nghiệp ( bách hoá chợ Bình Tây),,,"₫80,000",,Reviews,Delicious Freeze-Dried Strawberries - Snacks,,https://www.lazada.vn/products/pdp-i3177034649.html
Snacks & Confectionery,PepsiCo Foods,"₫ 104,000",-23%,"₫80,000",5,(132),[MEGA SALE 20H 8.9-11.9]  Combo 3 bánh snack Doritos vị Nacho Cheese 65gr,698 sold,https://www.lazada.vn/products/pdp-i2247681909.html
Milk Formula & Baby Food,Con Cưng,,,"₫49,000",5,(50),Bánh Gặm Nướu Ngũ Cốc Grinny Vị Quả Mọng Hỗn Hợp,201 sold,https://www.lazada.vn/products/pdp-i2585246275.html
Snacks & Confectionery,Hương Việt - Đặc Sản Việt Nam,"₫ 120,000",-31%,"₫83,000",4.9,(1015),Trái cây sấy thập cẩm nguyên miếng giòn ngon date mới rau củ sấy đồ ăn vặt Sài Gòn,4.0K sold,https://www.lazada.vn/products/pdp-i1203652446.html
Pet Food,Cutepetshop SG,,,"₫41,000",5,(5),Xương gặm sạch răng cho chó 10-25kg Pedigree Dentastix 98g,124 sold,https://www.lazada.vn/products/pdp-i1630044775.html
Pet Food,Sumiho Pet Store,"₫ 35,000",-9%,"₫32,000",4.9,(147),Chicken wrapped around bones for dog - Dog treat 100gr/pack for all breeds and ages,1.3K sold,https://www.lazada.vn/products/pdp-i362796525.html
Drinks,tea and coffee supermarket,"₫ 45,000",-9%,"₫41,000",,Reviews,"🥥 Thạch Dừa ca 1kg Hạnh Dung Chính Hãng – Thạch Dừa Topping Ngon Sạch Cho Trà Sữa, Chè, Yaourt, Ăn Vặt",,https://www.lazada.vn/products/pdp-i3184304634.html
Milk Formula & Baby Food,PTL VIETNAM,"₫ 74,000",-4%,"₫71,000",5,(25),[Maeil chính hãng] Bánh ăn dặm hữu cơ dạng hộp Yommy Yommy Hàn Quốc cho bé từ 12M 42g,142 sold,https://www.lazada.vn/products/pdp-i1352962698.html
Food Staples & Cooking Essentials,Viettin Mart 1593072786,"₫ 165,600",-42%,"₫96,100",4.8,(213),500G_ MÍT SẤY HÀNG XUẤT KHẨU - Viettin Mart,864 sold,https://www.lazada.vn/products/pdp-i711240761.html
Snacks & Confectionery,Perfetti Van Melle Vietnam,,,"₫18,000",5,(91),"Kẹo dẻo Chupa Chups (Gói 56g/90g/160g) hương trái cây hỗn hợp, hương cola mang đến vị ngọt, vị chua và đa dạng hình dáng",467 sold,https://www.lazada.vn/products/pdp-i2100049502.html
Milk Formula & Baby Food,Con Cưng,,,"₫72,000",5,(8),Bánh Gạo Lứt Hữu Cơ Bebedang Hình Que Dài Vị Táo & Cà Rốt,49 sold,https://www.lazada.vn/products/pdp-i2361786691.html
Snacks & Confectionery,NGUYEN HOANG GROUP,"₫ 150,000",-17%,"₫125,000",5,(7),MEIJI - Socola Black ( Đen) Nhập Khẩu Nhật Bản 120g,46 sold,https://www.lazada.vn/products/pdp-i2431811481.html
Food Staples & Cooking Essentials,Tôm Vàng,"₫ 45,000",-16%,"₫38,000",4.9,(651),Gạo Lứt Séng Cù Ăn Kiêng Healthy Eatclean Tiểu Đường Thực Dưỡng Gym - Hút Chân Không 1kg - Tôm Vàng,6.3K sold,https://www.lazada.vn/products/pdp-i1377651544.html
Snacks & Confectionery,Bánh Kẹo Phạm Nguyên store,"₫ 162,000",-34%,"₫113,400",5,(30),MUA 2 TẶNG 1 | Tổng cộng 3 Hộp Bánh phủ Socola Choco PN Phô Mai 216g | Bánh ăn vặt Socola | Đồ ăn vặt,59 sold,https://www.lazada.vn/products/pdp-i2952457595.html
Snacks & Confectionery,Ăn Vặt Linh Foods,,,"₫43,000",4.9,(34),Kẹo Dẻo Trái Cây Đà Lạt  ĐƠN TỪ 50K,161 sold,https://www.lazada.vn/products/pdp-i2089414691.html
Snacks & Confectionery,Australia store ( Thực phẩm Úc châu),,,"₫198,888",,Reviews,(Australian Product) Kitkat Chocolate Bars in Many Flavors Nestle Kitkat Chocolate Bars,,https://www.lazada.vn/products/pdp-i3177313818.html
Pet Food,PET SHOP PRO,"₫ 125,000",-31%,"₫86,700",5,(93),"Thức ăn hạt cao cấp cho Mèo Maximum Vị cá hồi và cá ngừ Gói 1kg Hỗ trợ tiêu hóa, da và lông khỏe mạnh Sx tại Pro-pet VN",378 sold,https://www.lazada.vn/products/pdp-i2240941561.html
Dairy Chilled & Eggs,CÔNG TY CỔ PHẦN SÀI GÒN FOOD,"₫ 222,000",-12%,"₫195,000",5,(530),Combo 2 Chả mực hương vị truyền thống SG Food Hộp 250g,2.1K sold,https://www.lazada.vn/products/pdp-i1396781726.html
Pet Food,CÁ MẬP CATTERY PETSHOP,"₫ 70,000",-31%,"₫36,000",5,(2),"Thịt sấy Bite Of Wild cho chó mèo, Gà sấy cho chó mèo",20 sold,https://www.lazada.vn/products/pdp-i3106787849.html
Milk Formula & Baby Food,Babyyum store,"₫ 30,000",-33%,"₫20,000",5,(1800),Tanaka rice seasoning seasoning 30 small packs of 6 flavors (75g) Japan for baby food,12.0K sold,https://www.lazada.vn/products/pdp-i410512752.html
Kitchen Appliances,City Mart VN,"₫ 4,780,000",-46%,"₫2,590,000",5,(76),"Tủ lạnh mini 2 cánh có tích hợp ngăn đá riêng biệt tiện lợi để đồ ăn thức uống mĩ phẩm, thích hợp với gia đình nhỏ sinh viên.",522 sold,https://www.lazada.vn/products/pdp-i2259465496.html
