category,store_name,original_price,discount_percent,price,comment_count,rating,name,sold,link,
Phụ kiện điện thoại & máy tính bảng,Linkee,88.000 ₫,-56%,38720,-355,4.5,Hỗ Trợ Sạc Không Dây Qi Miếng Dán Cho iPhone 7 6 Cộng Với Micro USB Loại C Phổ Quát Nhanh Sạc Không Dây Bộ Chuyển Đổi Đầu Thu Cuộn Dây,877 Đã bán,https://www.lazada.vn/products/pdp-i528582350.html,
Phụ kiện điện thoại & máy tính bảng,z9PCM2GN,585.000 ₫,-29%,415350,-14,4.2,Sạc dự phòng 90000mAh sạc nhanh 120W pin PD20W dung lượng lớn có dây cắm nhiều điện thoại LED,34 Đã bán,https://www.lazada.vn/products/pdp-i3097575739.html,
Phụ kiện điện thoại & máy tính bảng,YOUNA,85.394 ₫,-44%,47820,-4,5,YOUNA 1 chiếc sạc pin khẩn cấp USB 4 AA sạc điện thoại thông dụng di động,15 Đã bán,https://www.lazada.vn/products/pdp-i2974981681.html,
Phụ kiện điện thoại & máy tính bảng,CHANG TAN,160.000 ₫,-50%,80000,-101,4.6,Bộ Sạc Dự Phòng 30000mAh Mặt Gương Đen Dual USB Tặng LED Chụp Sáng - Phụ Kiện Điện Thoại Trâu Giá Rẻ,160 Đã bán,https://www.lazada.vn/products/pdp-i3058837005.html,
Phụ kiện điện thoại & máy tính bảng,Nam Hoài,155.000 ₫,-4%,148800,-23,4.7,Box Sạc Dự Phòng 4 Cell Pin 18650 Sạc Nhanh 22.5W Mẫu Mới X4 Tháo Lắp Dể Dàng(Không gồm pin),42 Đã bán,https://www.lazada.vn/products/pdp-i2906277113.html,
Phụ kiện điện thoại & máy tính bảng,BEN BEN TPHCM,170.000 ₫,-53%,79900,-75,4.8,"SẠC DỰ PHÒNG MẶT GƯƠNG ĐEN CAO CẤP DỤNG LƯỢNG 30000MAH - PIN DỰ PHÒNG MẶT ĐEN BÓNG THIẾT KẾ 2 CỔNG SẠC HÔNG - PIN SẠC DỰ PHÒNG GIÁ RẺ CHẤT LƯỢNG, CÓ ĐÈN LED CHIẾU SÁNG TIỆN DỤNG - SẠC DỰ PHÒNG GIÁ TỐT",93 Đã bán,https://www.lazada.vn/products/pdp-i3055702566.html,
Phụ kiện điện thoại & máy tính bảng,Inno Tech,169.000 ₫,-47%,89570,-241,4.6,"Sạc Dự Phòng 10000mah Không Dây, Sạc 2 Thiết Bị Cùng Lúc, Có Giá Đỡ ĐT, Dùng Trường Hợp Khẩn Cấp",697 Đã bán,https://www.lazada.vn/products/pdp-i2412411125.html,
Phụ kiện điện thoại & máy tính bảng,CHANG TAN,190.000 ₫,-55%,85500,-241,4.2,"PIN DỰ PHÒNG 20000MAH CAO CẤP - SẠC DỰ PHÒNG MINI 4IN1 THIẾT KẾ HIỆN ĐẠI SANG TRỌNG - PIN SẠC DỰ PHÒNG TÍCH HỢP 2 ĐÈN LED , HIỂN THỊ PHẦN TRĂM PIN, BH 1 ĐỔI 1 TROG VÒNG 7 NGÀY",585 Đã bán,https://www.lazada.vn/products/pdp-i2620525339.html,
Phụ kiện điện thoại & máy tính bảng,Phát Đạt Phụ Kiện,170.000 ₫,-34%,112200,-264,4.9,Sạc Dự Phòng HOCO 10.000mAh-J100(J82),834 Đã bán,https://www.lazada.vn/products/pdp-i2530308876.html,
Điện,TRA MY SHOP 1620117605,390.000 ₫,-50%,195000,,,"Thiết Bị Siêu Tiết Kiệm Điện Nhật Bản – Mẫu Mới, Giảm Đến 30% Hóa Đơn Điện",,https://www.lazada.vn/products/pdp-i3176808520.html,
Điện,TAO Hard Tools,297.000 ₫,-39%,181170,-49,4.7,Thiết Bị Đo Điện ANENG DT3266L Tốc Độ Cao Độ Chính Xác Cao Công Cụ Điện Tử Đa Năng Dòng Điện Xoay Chiều Và Không Gian,379 Đã bán,https://www.lazada.vn/products/pdp-i2524356164.html,
"Thiết bị sưởi, làm lạnh và thông gió",GlobalLifestyle,600.000 ₫,-56%,264000,-215,4.8,"Quạt Thổi Khí Mạnh Mẽ Không Chổi Than Violent Fan 400000 Vòng/phút, Hút Bụi, Gió Mạnh 58m/s, Sạc Điện Mạnh Mẽ",868 Đã bán,https://www.lazada.vn/products/pdp-i3120390979.html,
Dụng cụ đo lường,ABG Official Store,425.000 ₫,-44%,238000,-5,5,Đồng Hồ Đo Điện Vạn Năng Zoyi VC921 Điện Tử Đo Điện Mini Bỏ Túi Ac/Dc - Hàng Chính Hãng - Bảo Hành 12 Tháng,28 Đã bán,https://www.lazada.vn/products/pdp-i1995861092.html,
Điện,ANENG  Store,239.649 ₫,-35%,155771,-6,4.5,ANENG Đồng Hồ Vạn Năng Kỹ Thuật Số Mini M107 Máy Kiểm Tra Tự Động Đếm 4000 Đồng Hồ Vạn Năng Kỹ Thuật Số Chuyên Nghiệp Thử Nghiệm Điện Khí,16 Đã bán,https://www.lazada.vn/products/pdp-i1760810287.html,
Phụ kiện Máy tính,Mai Dung Văn Phòng Phẩm,480.000 ₫,-40%,288000,-4,4.3,Bàn phím không dây K-SNAKE K100 kết nối không dây 3 chế độ Bluetooth và USB 2.4G thiết kế 100 phím phối màu hiện đại vớ,8 Đã bán,https://www.lazada.vn/products/pdp-i2747755303.html,
Điện,KUAIQU,531.000 ₫,-48%,276120,-12,4.9,11.11 (Sẵn Sàng) UNI-T UT33D + Đồng Hồ Vạn Năng Kỹ Thuật Số Mini 600V NCV Kích Thước Lòng Bàn Tay Phạm Vi AC DC Vôn Kế Ampe Kế Điện Trở Máy Đo Điện Trở Miễn Phí Vận Chuyển,52 Đã bán,https://www.lazada.vn/products/pdp-i505006534.html,
Điện,Mình Luân Electricc,650.000 ₫,-27%,474500,,,"Đồng hồ đo VOM Victor VC-890D, đồng hồ vạn năng đo điện áp, điện trở, tụ điện, tần số",,https://www.lazada.vn/products/pdp-i2477813950.html,
Phụ kiện Máy tính,XSmart Store,1.200.000 ₫,-35%,780000,-7,5,"Bàn Phím Cơ Không Dây Máy Tính K8BT Bluetooth 5.0 Hotswap Red Switch LED Gaming, Gõ Êm, Lót Foam",15 Đã bán,https://www.lazada.vn/products/pdp-i2492997652.html,
Điện,Global Merch Park,729.000 ₫,-23%,561330,,,ZOYI Hoàn Toàn Tự Động AC-DC Kẹp Đồng Hồ Đo Vạn Năng Độ Chính Xác Cao Chống Cháy Ampe Kế Đa Chức Năng Màn Hình Hiển Thị Kỹ Thuật Số Điện Công Cụ Kiểm Tra,,https://www.lazada.vn/products/pdp-i2721924519.html,
Điện,DI  SHI  DAI,470.000 ₫,-44%,263200,-1,5,KWS-2302C Loại-C Tester sạc điện thoại di động Đồng hồ điện màn hình hiển thị kỹ thuật số DC điện áp amperemeter Đồng hồ đo năng lượng 0-12a DC4-30V,,https://www.lazada.vn/products/pdp-i2761513339.html,
Phụ kiện Máy tính,XSmart Store,1.000.000 ₫,-45%,550000,-33,5,"Bàn Phím Cơ Không Dây Bluetooth Nâng Cấp K6BT Led Đổi Màu, Pin Sạc Siêu Trâu, Tương Thích Mọi Thiết Bị",92 Đã bán,https://www.lazada.vn/products/pdp-i2231628629.html,
Trường học & văn phòng,,4.954.000 ₫,-50%,2477000,,,Bộ Dụng Cụ Cầm Tay Điện Nhỏ Đa Năng Dùng Tại Nhà Bộ Dụng Cụ Tự Động Cầm Tay Bút Chì Sạc Bộ Dụng Cụ Gia Dụng Tự Động Cầm Tay,12 Đã bán,https://www.lazada.vn/products/pdp-i3227687995.html,
An toàn & bảo mật,goojodoqstore.vn,110.000 ₫,-41%,64900,-41,4.8,"Nút tai khử tiếng ồn GOOJODOQ (-24dB) Silicon siêu mềm 4 kích cỡ an toàn Phù hợp cho giấc ngủ và du lịch,có thể tái sử dụng",143 Đã bán,https://www.lazada.vn/products/pdp-i3170593006.html,
Phụ kiện điện thoại & máy tính bảng,DAMMESANGTAO,,,,-106,4.8,Box sạc dự phòng trong suốt 8 cell 18650 (K32) sạc nhanh 22.5W,389 Đã bán,https://www.lazada.vn/products/pdp-i2090374506.html,
"Thiết bị sưởi, làm lạnh và thông gió",ZODAN Corporation,290.000 ₫,-31%,200100,-945,4.9,[QUẠT 220V] Quạt cây 5 cánh lõi đồng- Quạt điện - quạt bàn - Quạt đứng lỡ - BẢO HÀNH ĐỘNG CƠ 12 THÁNG,2.4K Đã bán,https://www.lazada.vn/products/pdp-i2277810317.html,
Phụ kiện điện thoại & máy tính bảng,vneIcRnO.Selection,78.700 ₫,-23%,60599,-10,5,"Pin Sạc Dự Phòng Hình Thỏi Son – Nhỏ Gọn, Dán Được, Nhiều Màu Thời Trang – Phù Hợp Nhiều Loại Cổng Sạc",1.6K Đã bán,https://www.lazada.vn/products/pdp-i3140962316.html,
Xe máy,Đồng hồ xe máy giá rẻ,890.000 ₫,-18%,729800,-28,5,Đồng Hồ Điện Tử Dugaty Mẫu Mới - đồng hồ Ducati chế mọi loại xe,161 Đã bán,https://www.lazada.vn/products/pdp-i1592504754.html,
Phụ kiện điện thoại & máy tính bảng,Bella Pumps,127.000 ₫,-27%,92710,,,"Bella nhỏ gọn pin sạc dự phòng với cáp và đèn LED tích hợp, đồ sạc di động sức chứa lớn",,https://www.lazada.vn/products/pdp-i3146307124.html,
Phụ kiện điện thoại & máy tính bảng,VINTLOOK MALL,65.000 ₫,-34%,42900,-23,3.9,Vintlook 20000MAh Gạo Đen sạc dự phòng Siêu Mỏng Xách Tay Nguồn Điện Trung Tính Quà Tặng Đóng Gói Phổ sạc nhanh đầu ra USB kép Cho Android Apple,68 Đã bán,https://www.lazada.vn/products/pdp-i3127343590.html,
Phụ kiện điện thoại & máy tính bảng,N6hHwUSJ,100.000 ₫,-45%,55000,,,[SS] Sạc Dự Phòng Thế Hệ Mới Có Đèn Led Kiểu Dáng Nhỏ Gọn Tiện Ích ( (tuandeptrai241091),,https://www.lazada.vn/products/pdp-i3167852495.html,
Phụ kiện điện thoại & máy tính bảng,HD Store Q -Phụ Kiện Điện Tử,250.000 ₫,-23%,192500,-8,4.8,Đế sạc nhanh không dây 30W thích hợp cho iphone 11 Pro Xs Max X Xr 8 Samsung S20 Xiaomi mi 9 và nhiều thiết bị,25 Đã bán,https://www.lazada.vn/products/pdp-i3101418095.html,
Phụ kiện điện thoại & máy tính bảng,BEN BEN TPHCM,1.066.000 ₫,-92%,85280,-95,4.8,"[TẶNG CÁP - DUNG LƯỢNG KHỦNG 30000MAH] SẠC DỰ PHÒNG MẶT GƯƠNG HIỂN THỊ DUNG LƯỢNG 30000MAH - PIN DỰ PHÒNG TRÁNG GƯƠNG THIẾT KẾ CAO CẤP SANG TRỌNG, HỖ TRỢ SẠC NHANH, 2 CỔNG SẠC USB TIỆN DỤNG, THÍCH HỢP VỚI MỌI DÒNG MÁY",112 Đã bán,https://www.lazada.vn/products/pdp-i2568204895.html,
Phụ kiện điện thoại & máy tính bảng,BEN BEN TPHCM,166.000 ₫,-56%,73040,-33,4.6,"[SẠC NHANH - DUNG LƯỢNG LỚN 30.000MAH] SẠC DỰ PHÒNG TRẮNG ĐEN CAO CẤP DUNG LƯỢNG LỚN - PIN SẠC DỰ PHÒNG 2 CỔNG SẠC TIỆN LỢI, TẶNG KÈM CÁP SẠC - PIN DỰ PHÒNG CHUẨN  CHẤT LƯỢNG CAO",62 Đã bán,https://www.lazada.vn/products/pdp-i2721968760.html,
Dụng cụ điện & phụ kiện,Điện thông minh Shop,155.000 ₫,-39%,94550,-67,4.8,"(1 THÔNG SỐ),Công tơ điện 220V-80A đo lượng điện tiêu thụ (KWh).Thiết bị đo số điện tiêu thụ,đồng hồ đo điện 1 pha",438 Đã bán,https://www.lazada.vn/products/pdp-i1573144578.html,
Phụ kiện điện thoại & máy tính bảng,htk_h,270.000 ₫,-26%,199800,-70,4.9,[41] Box sạc 8 cell 18650 sạc nhanh 22.5W PD3.0 QC3.0 vỏ nhôm M8,298 Đã bán,https://www.lazada.vn/products/pdp-i278124562.html,
Trang trí nhà cửa,Vinetteam Store,132.900 ₫,-35%,86385,-29,4.7,"Đồng Hồ Báo Thức Điện Tử Để Bàn Màn Hình LCD Đa Chức Năng: Thời Gian, Lịch, Báo Thức, Nhiệt Độ -dc2998",119 Đã bán,https://www.lazada.vn/products/pdp-i1383975156.html,
Phụ kiện điện thoại & máy tính bảng,Mu1NqZN9,658.000 ₫,-63%,243460,-1,5,Sạc dự phòng 80000mAh 50000mah sạc nhanh 120W pin PD20W dung lượng lớn có dây cắm nhiều điện thoại,10 Đã bán,https://www.lazada.vn/products/pdp-i3199906575.html,
Điện,Tổng Kho Linh Kiện Điện Tử VN,,,,-34,4.6,"Đồng Hồ Vạn Năng Điện Tử XL830L XL830 830 - Đồng Hồ Đo Điện áp DC, AC, Đo dòng điện, đo điện trở (Có Pin)",126 Đã bán,https://www.lazada.vn/products/pdp-i2225479414.html,
Điện,GlobalSuperBazaar,747.000 ₫,-23%,575190,-1,5,"Đồng Hồ Đo Kẹp Kỹ Thuật Số SNAKOL SK203 6000 Đếm, Đa Năng Đo Điện Áp Dòng Điện AC/DC, Ampe Kế, Vôn Kế Với Chức Năng Kiểm Tra Điện Trở Tụ Điện Không Tiếp Xúc Dành Cho Thợ Điện",78 Đã bán,https://www.lazada.vn/products/pdp-i3180341515.html,
Điện,CleverOfficial Store,226.000 ₫,-40%,135600,-27,5,⚡Miễn Phí Vận Chuyển⚡vận chuyển nhanh DT9205A Đồng hồ vạn năng kỹ thuật số AC DC Vôn kế Ampe kế Máy đo,168 Đã bán,https://www.lazada.vn/products/pdp-i2302226891.html,
Đồ gia dụng chăm sóc cá nhân,LALA TRADING,65.000 ₫,-42%,37700,-1514,4.9,"Massage mắt mini cầm tay 208 (Tặng 1 SP Ngẫu Nhiên) - Electric Mini Vibrations Pouch Eye Massage Pen (Bút Massage mini cầm tay, máy mát xa mắt mini)",6.4K Đã bán,https://www.lazada.vn/products/pdp-i498490174.html,
Phụ kiện điện thoại & máy tính bảng,MỘC ÂN SHOP TPHCM,1.070.000 ₫,-93%,74900,-631,4,[BẢO HÀNH TOÀN QUỐC - TẶNG CÁP SẠC NHANH 39K ] - PIN DỰ PHÒNG LCD MẶT GƯƠNG DUNG LƯỢNG 30000MAH - SẠC DỰ PHÒNG CÓ ĐÈN LED HIỂN THỊ DUNG LƯỢNG PIN - HỖ TRỢ SẠC NHANH,1.7K Đã bán,https://www.lazada.vn/products/pdp-i2587994059.html,
Smartphones,LPK_dienthoaigiare,299.000 ₫,-3%,290030,-78,4.4,Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,182 Đã bán,https://www.lazada.vn/products/pdp-i2500695835.html,
Nhà thông minh,Điện Việt,75.000 ₫,-30%,52500,-3,5,Bộ điều khiển từ xa công suất cao 3000W loại tốt - Điện Việt,20 Đã bán,https://www.lazada.vn/products/pdp-i1743344233.html,
Điện,FOXSUR VIỆT NAM,199.920 ₫,-50%,99960,-55,4.8,Công tơ điện tử 1 pha đo điện năng tiêu thụ kwh LW công suất lớn 60A 15KW màn hình LCD hiển thị kỹ thuật số hàng CHÍNH HÃNG,246 Đã bán,https://www.lazada.vn/products/pdp-i1299156694.html,
Điện,Samebeauty,341.167 ₫,-40%,204700,-4,4,[Giao hàng 24 giờ⚡️] Đồng hồ đo điện áp D52-2066 6 trong 1 đa năng 110V 220V 380V 100A,18 Đã bán,https://www.lazada.vn/products/pdp-i2807379856.html,
Điện,homelifestorevn,96.800 ₫,-39%,59048,-17,4.6,Thiết Bị Kiểm Tra Vôn Kế 0-100A 3 Trong 1 Màn Hình LED 22mm AC 60-500V HOME,173 Đã bán,https://www.lazada.vn/products/pdp-i2811217338.html,
Dụng cụ đo lường,Home_Technology_89,139.000 ₫,-36%,88960,-6,4.8,"Công tơ điện tử 1 pha đa năng LW80A/220v đo công suất, điện áp, cường độ,",72 Đã bán,https://www.lazada.vn/products/pdp-i1599514740.html,
Điện,Made In Japan - Hàng Nhật Nội Địa,400.000 ₫,-60%,160000,-71,4.9,LazMall Toshiba Điện tử gia dụng Việt Nam LazFlash Sale Hộp Tiết Kiệm Điện Ổ Cắm Thiết Bị Tiết Kiệm Hệ Số Công Suất Bộ Tiết Kiệm Điện Gia Dụng Bộ Chuyển Đổi 90V-250V Cho Gia Đình Văn Phòng Nhà Xưởng,169 Đã bán,https://www.lazada.vn/products/pdp-i3124121747.html,
Điện,Forwarm,159.000 ₫,-47%,84270,,,【Miễn phí vận chuyển】 NAYA ANENG DT9205A Đồng hồ vạn năng kỹ thuật số AC DC Vôn kế Ampe kế đo điện dung,15 Đã bán,https://www.lazada.vn/products/pdp-i2561349264.html,
Phụ kiện điện thoại & máy tính bảng,vneIcRnO.Selection,78.700 ₫,-36%,50368,-399,4.5,"Pin Sạc Dự Phòng Hình Thỏi Son – Nhỏ Gọn, Dán Được, Nhiều Màu Thời Trang – Phù Hợp Nhiều Loại Cổng Sạc",1.7K Đã bán,https://www.lazada.vn/products/pdp-i2657941529.html,
Điện,Shop Hoàng Bách,,,,-8,4.9,Công Tơ Điện Tử 4 Thông Số 80A 220V có RESET độ chính xác cao màn hình LCD,41 Đã bán,https://www.lazada.vn/products/pdp-i2792861171.html,
Thiết bị thông minh,phụ kiện đèn led,,,,,,Màn Hình LED Trang Trí Thông Minh Chỉnh Qua App Điện Thoại,,https://www.lazada.vn/products/pdp-i3180463209.html,
Dụng cụ nhà bếp,CleverOfficial Store,136.000 ₫,-42%,78880,-7,5,⚡Miễn Phí Vận Chuyển⚡Cân Tiểu Ly Điện Tử Dùng Pha Chế 3Kg/0.1g (Tặng Kèm Khay Trong Suốt I2000),209 Đã bán,https://www.lazada.vn/products/pdp-i2439073989.html,
Phụ kiện điện thoại & máy tính bảng,Smart Tech Mall,560.000 ₫,-57%,240800,-207,4.9,"Sạc Dự Phòng Không Dây 10000mAh, Pin Dự Phòng Tích Hợp 2 Dây Sạc, Sạc Nhanh An Toàn Không Nóng Máy, Pin Lithium Dùng Cho IP Và Androi, Đèn LED Thông Báo Tình Trạng Pin, Màu Sắc Đa Dạng. Bảo Hành 12 Tháng, Lỗi Đổi Mới.",416 Đã bán,https://www.lazada.vn/products/pdp-i2945514407.html,
Điện,hoangvietstore,60.000 ₫,-25%,45000,-191,4.8,Ổ Điện 3 Cổng Sạc USB Cắm Điện Thoại Tiện Lợi Đa Năng,738 Đã bán,https://www.lazada.vn/products/pdp-i1557390801.html,
Smartphones,bình minh mobile TQ 22,875.000 ₫,-7%,813750,-17,4.5,điện thoại samsung cũ A03 ram 3G bộ nhớ 32G máy qua sử dụng 97% tặng kèm sạc.ốp cường lực 815k,42 Đã bán,https://www.lazada.vn/products/pdp-i2826080373.html,
Dụng cụ đo lường,HomelifeOfficialStore,194.923 ₫,-27%,142293,-115,4.8,(Thanh lý lỗ) ⚡Đồng hồ vạn năng DT9205A màn hình kỹ thuật số đồng hồ vạn năng thông minh Máy đo bảo dưỡng thợ điện chính xác cao,334 Đã bán,https://www.lazada.vn/products/pdp-i1904497392.html,
Điện,GlobalTreasure1,173.000 ₫,-38%,107260,,,Điện áp & hiện tại máy đo tần số màn hình hiển thị kỹ thuật số 50-500V 1-120a cài đặt nhanh,,https://www.lazada.vn/products/pdp-i3086254684.html,
Điện,Linh Kiện Điện Tử ViNa,,,,-428,4.9,"Đồng Hồ Vạn Năng Điện Tử XL830L XL830 830 - Đồng Hồ Đo Điện áp DC, AC, Đo dòng điện, đo điện trở (Có Pin)",1.2K Đã bán,https://www.lazada.vn/products/pdp-i2225409929.html,
Điện,Thế Giới Linh Kiện 720,150.000 ₫,-36%,96000,-76,4.7,"Đồng hồ đo điện tử đa năng DT9205A, đo điện áp, dòng điện, vôn kế... có kèm pin 9V, bảo hành 1 tháng",236 Đã bán,https://www.lazada.vn/products/pdp-i1427130713.html,
Điện,ForesightOfficialStore,216.600 ₫,-40%,129960,-45,4.9,Đồng hồ đo công suất điện 220V có nút độ chính xác cao màn hình hiển thị LCD P U I Kwh bộ công tơ điện tử,117 Đã bán,https://www.lazada.vn/products/pdp-i2406089583.html,
Điện,PBS SHOP,229.000 ₫,-33%,153430,,,Máy đo điện áp vạn năng HT93 kỹ thuật số thông minh 2000 Máy đo điện áp đếm NCV,5 Đã bán,https://www.lazada.vn/products/pdp-i3167205425.html,
Dụng cụ đo lường,YZL-tools,147.000 ₫,-46%,79380,-36,5,Đồng hồ vạn năng kỹ thuật số Mini 4000 đếm AC DC dụng cụ điện Tester Auto multimetro kỹ thuật số Profesional Meter,6 Đã bán,https://www.lazada.vn/products/pdp-i2302404321.html,
Trang trí nhà cửa,Thiết Bị Số 686,,,,-7,4.1,"Đồng Hồ Báo Thức Điện Tử Để Bàn Màn Hình LCD Đa Chức Năng: Thời Gian, Lịch, Báo Thức, Nhiệt Độ -dc2998",42 Đã bán,https://www.lazada.vn/products/pdp-i1361631966.html,
Phụ kiện điện thoại & máy tính bảng,YK SHOPS,20.000 ₫,-53%,9400,-65,4.7,[ FREESHIP KÈM CÁP SẠC] PIN SẠC DỰ PHÒNG CAO CẤP THIẾT KẾ MÀN HÌNH LED CỰC SANG TRỌNG - 2 CỔNG SẠC NHANH + ĐÈN LED SIÊU SÁNG TẦM NHÌN TỐT - SẠC DỰ PHÒNG AN TOÀN CHO MỌI DÒNG ĐIỆN THOẠI,89 Đã bán,https://www.lazada.vn/products/pdp-i2696970713.html,
Thiết bị y tế,OOKAS Đồ gia dụng nhỏ,176.098 ₫,-29%,125029,-9,5,OOKAS Trang chủ Kích thước lớn LED HD Hiển thị Quy mô điện tử,39 Đã bán,https://www.lazada.vn/products/pdp-i2578443485.html,
Dụng cụ đo lường,ĐìnhVăn Shop,154.000 ₫,-7%,143220,,,Đồng hồ đo vạn năng Digital DT-9205A,,https://www.lazada.vn/products/pdp-i2044181848.html,
Phụ kiện điện thoại & máy tính bảng,Shen Zhen 3C,600.000 ₫,-75%,150000,-24,4.7,"[năng lượng mặt trời]pin sạc dự phòng  100000mAh dung lượng  khủng,lớn với ngân hàng điện bốn dây đèn LED sạc nhanh 120W",69 Đã bán,https://www.lazada.vn/products/pdp-i3189241362.html,
Điện,TỔNG KHO GIA DỤNG 1587825305,,,,-43,4.8,"Ổ điện đa năng sạc nhanh, ổ cắm điện tự ngắt dây nối dài ổ điện thông minh chịu tải cao 2200w",140 Đã bán,https://www.lazada.vn/products/pdp-i2708808190.html,
Camera giám sát & hệ thống,2Tech Store,1.120.000 ₫,-37%,705600,-629,4.8,Camera Wifi Thông Minh EZVIZ C6N Pro 3MP 2K Quay Quét Đàm Thoại Hai Chiều,3.1K Đã bán,https://www.lazada.vn/products/pdp-i1766486634.html,
Dụng cụ đo lường,Linh Kiện Điện Tử Chợ Trời Hà Nội,33.000 ₫,-33%,22110,-5,5,"Đồng hồ đo điện vạn năng Diymore ANENG M113, đo volt, điện trở",31 Đã bán,https://www.lazada.vn/products/pdp-i2707652807.html,
Thiết bị tiện ích USB,Ranvoo,5.140.000 ₫,-82%,925200,-204,4.9,RANVOO | Quạt Cổ Đeo USB Sạc Điện,,https://www.lazada.vn/products/pdp-i3181365656.html,
Trang trí nhà cửa,Esc Viet Nam,65.000 ₫,-10%,58500,,,"Đồng Hồ Báo Thức Điện Tử Để Bàn Màn Hình LCD Đa Chức Năng: Thời Gian, Lịch, Báo Thức, Nhiệt Độ -dc2998 dong ho bao t huc",,https://www.lazada.vn/products/pdp-i2178955695.html,
Điện,Aliang_ SHOP,186.000 ₫,-47%,98580,-13,5,Đồng hồ đo điện đa năng Đồng hồ vạn năng kỹ thuật số thông Minh Màn Hình Kỹ Thuật Số Độ Chính Xác Cao Dụng Cụ Kiểm Tra Bảo Trì Thợ Điện,41 Đã bán,https://www.lazada.vn/products/pdp-i2507158874.html,
Phụ kiện điện thoại & máy tính bảng,BEN BEN TPHCM,1.060.000 ₫,-92%,84800,-397,4.4,[BẢO HÀNH TOÀN QUỐC - TẶNG CÁP SẠC NHANH 39K ] - PIN DỰ PHÒNG LCD MẶT GƯƠNG DUNG LƯỢNG 30000MAH - SẠC DỰ PHÒNG CÓ ĐÈN LED HIỂN THỊ DUNG LƯỢNG PIN - HỖ TRỢ SẠC NHANH,718 Đã bán,https://www.lazada.vn/products/pdp-i2588028001.html,
Phụ kiện điện thoại & máy tính bảng,Siêu thị nhập khẩu Sakurato,375.000 ₫,-41%,221250,-378,4.9,"Sạc Dự Phòng 30000mAh 120W Trong Suốt Sạc Siêu Nhanh Siêu Bền Kết Hợp Led Soi Sáng Với 4 Đầu Sạc Và 3 Cổng Sạc Tiện Dụng 2 Cổng USB, 1 Cổng Type C",1.4K Đã bán,https://www.lazada.vn/products/pdp-i2662954801.html,
Điện,Smart power,240.000 ₫,-27%,175200,-45,5,"Đồng hồ điện tử hiển thị 6 thông số,Thiết bị đo công suất 100A 220V,công tơ điện tử",214 Đã bán,https://www.lazada.vn/products/pdp-i815182788.html,
Điện,bansi08,70.000 ₫,-39%,42700,-13,4.8,Combo 2 ổ Cắm Điện Thông Minh Đa Năng Cổng Sạc USB Tiện Dụng,60 Đã bán,https://www.lazada.vn/products/pdp-i2626208182.html,
Nhà thông minh,Hometek,117.000 ₫,-42%,67860,-1152,4.9,"Công tắc điều khiển từ xa Công suất lớn 3000W - 220V, Bh 1 tháng",5.5K Đã bán,https://www.lazada.vn/products/pdp-i2024613592.html,
Đèn,Điện Việt,84.000 ₫,-29%,59640,-651,4.8,Đèn bàn học bài đọc sách đa năng loại tốt -  Điện Việt,2.1K Đã bán,https://www.lazada.vn/products/pdp-i248018800.html,
Điện,A_Hoco_Shop,291.200 ₫,-39%,177632,-36,5,"AC Màn Hình 6 Trong 1 KWh Công Suất Đo Tần Số 110V 220V 380V 100A, Điện Hệ Số Công Suất Hoạt Động màn Hình HOCO",162 Đã bán,https://www.lazada.vn/products/pdp-i2810565830.html,
Điện,Good Luck VN,208.000 ₫,-52%,99840,-65,5,"Đồng hồ đo điện, loại kim, model vạn năng sunma sanwai YX-360TR, tặng kèm 2 pin AA + 1 pin 9V, loại con trỏ YX-360TRN, đồng hồ vạn năng analog, đồng hồ điện sunwa",113 Đã bán,https://www.lazada.vn/products/pdp-i2465263003.html,
Dụng cụ đo lường,Esc Viet Nam,240.000 ₫,-21%,189600,-1,5,"Đồng hồ điện tử hiển thị 6 thông số,Thiết bị đo công suất 100A 220V,công tơ điện tử",17 Đã bán,https://www.lazada.vn/products/pdp-i815192595.html,
Điện,Thiết bị điện 123,358.000 ₫,-48%,186160,-53,4.7,Công tơ điện tử có RESET 1 pha 220V-60A Nakasi - đồng hồ đo công suất tiêu thụ Kwh,378 Đã bán,https://www.lazada.vn/products/pdp-i1393542260.html,
Điện,Coofari Tools Store,117.980 ₫,-53%,55450,-534,4.7,Đồng hồ vạn năng đo điện kỹ thuật số XL830L độ chính xác cao tặng kèm PIN,1.5K Đã bán,https://www.lazada.vn/products/pdp-i2629394808.html,
Điện,Khánh Ngọc Store,60.000 ₫,-8%,55200,-15,5,Ổ Điện Thông Minh Chữ T Kèm Đèn Ngủ Và Sạc USB Tiện Dụng,5.7K Đã bán,https://www.lazada.vn/products/pdp-i2487771268.html,
Điện,smart world,240.000 ₫,-27%,175200,-17,4.5,Thiết bị đo công suất 100A công tơ điện tử,89 Đã bán,https://www.lazada.vn/products/pdp-i815122336.html,
Điện,Nhím shop 94,239.000 ₫,-17%,198370,,,"Đồng hồ Màn Hình 6 Trong 1 KWh Công Suất Đo Tần Số 110V 220V 380V 100A, Điện Hệ Số Công Suất Hoạt Động màn Hình",,https://www.lazada.vn/products/pdp-i3149351626.html,
